Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
obj60__115.png;128;128;0;0;128;128;59
obj30__85.png;128;128;0;0;128;128;29
obj41__325.png;128;128;0;0;128;128;40
obj89__280.png;128;128;0;0;128;128;88
obj80__160.png;128;128;0;0;128;128;79
obj47__0.png;128;128;0;0;128;128;46
obj23__95.png;128;128;0;0;128;128;22
obj3__120.png;128;128;0;0;128;128;2
obj12__315.png;128;128;0;0;128;128;11
obj93__350.png;128;128;0;0;128;128;92
obj69__215.png;128;128;0;0;128;128;68
obj8__55.png;128;128;0;0;128;128;7
obj3__155.png;128;128;0;0;128;128;2
obj88__300.png;128;128;0;0;128;128;87
obj88__285.png;128;128;0;0;128;128;87
obj44__265.png;128;128;0;0;128;128;43
obj26__245.png;128;128;0;0;128;128;25
obj20__200.png;128;128;0;0;128;128;19
obj45__15.png;128;128;0;0;128;128;44
obj21__305.png;128;128;0;0;128;128;20
obj75__260.png;128;128;0;0;128;128;74
obj4__0.png;128;128;0;0;128;128;3
obj14__60.png;128;128;0;0;128;128;13
obj48__90.png;128;128;0;0;128;128;47
obj23__240.png;128;128;0;0;128;128;22
obj42__265.png;128;128;0;0;128;128;41
obj93__245.png;128;128;0;0;128;128;92
obj51__110.png;128;128;0;0;128;128;50
obj63__95.png;128;128;0;0;128;128;62
obj44__20.png;128;128;0;0;128;128;43
obj67__15.png;128;128;0;0;128;128;66
obj67__25.png;128;128;0;0;128;128;66
obj17__270.png;128;128;0;0;128;128;16
obj12__145.png;128;128;0;0;128;128;11
obj20__270.png;128;128;0;0;128;128;19
obj33__235.png;128;128;0;0;128;128;32
obj87__220.png;128;128;0;0;128;128;86
obj86__225.png;128;128;0;0;128;128;85
obj49__30.png;128;128;0;0;128;128;48
obj18__180.png;128;128;0;0;128;128;17
obj86__260.png;128;128;0;0;128;128;85
obj84__305.png;128;128;0;0;128;128;83
obj27__325.png;128;128;0;0;128;128;26
obj34__270.png;128;128;0;0;128;128;33
obj37__15.png;128;128;0;0;128;128;36
obj95__290.png;128;128;0;0;128;128;94
obj48__110.png;128;128;0;0;128;128;47
obj72__225.png;128;128;0;0;128;128;71
obj90__55.png;128;128;0;0;128;128;89
obj94__315.png;128;128;0;0;128;128;93
obj6__200.png;128;128;0;0;128;128;5
obj69__70.png;128;128;0;0;128;128;68
obj5__240.png;128;128;0;0;128;128;4
obj8__280.png;128;128;0;0;128;128;7
obj73__200.png;128;128;0;0;128;128;72
obj21__105.png;128;128;0;0;128;128;20
obj92__40.png;128;128;0;0;128;128;91
obj49__240.png;128;128;0;0;128;128;48
obj65__50.png;128;128;0;0;128;128;64
obj47__295.png;128;128;0;0;128;128;46
obj39__350.png;128;128;0;0;128;128;38
obj52__200.png;128;128;0;0;128;128;51
obj38__260.png;128;128;0;0;128;128;37
obj76__285.png;128;128;0;0;128;128;75
obj88__280.png;128;128;0;0;128;128;87
obj24__345.png;128;128;0;0;128;128;23
obj63__180.png;128;128;0;0;128;128;62
obj54__345.png;128;128;0;0;128;128;53
obj73__295.png;128;128;0;0;128;128;72
obj8__190.png;128;128;0;0;128;128;7
obj69__190.png;128;128;0;0;128;128;68
obj17__250.png;128;128;0;0;128;128;16
obj55__165.png;128;128;0;0;128;128;54
obj72__240.png;128;128;0;0;128;128;71
obj41__210.png;128;128;0;0;128;128;40
obj36__265.png;128;128;0;0;128;128;35
obj60__5.png;128;128;0;0;128;128;59
obj9__230.png;128;128;0;0;128;128;8
obj17__170.png;128;128;0;0;128;128;16
obj91__300.png;128;128;0;0;128;128;90
obj95__160.png;128;128;0;0;128;128;94
obj21__170.png;128;128;0;0;128;128;20
obj14__170.png;128;128;0;0;128;128;13
obj3__75.png;128;128;0;0;128;128;2
obj47__150.png;128;128;0;0;128;128;46
obj46__180.png;128;128;0;0;128;128;45
obj14__310.png;128;128;0;0;128;128;13
obj9__205.png;128;128;0;0;128;128;8
obj11__160.png;128;128;0;0;128;128;10
obj13__70.png;128;128;0;0;128;128;12
obj67__295.png;128;128;0;0;128;128;66
obj20__230.png;128;128;0;0;128;128;19
obj79__265.png;128;128;0;0;128;128;78
obj95__275.png;128;128;0;0;128;128;94
obj47__325.png;128;128;0;0;128;128;46
obj40__175.png;128;128;0;0;128;128;39
obj45__350.png;128;128;0;0;128;128;44
obj61__145.png;128;128;0;0;128;128;60
obj27__295.png;128;128;0;0;128;128;26
obj23__265.png;128;128;0;0;128;128;22
obj49__300.png;128;128;0;0;128;128;48
obj73__120.png;128;128;0;0;128;128;72
obj10__300.png;128;128;0;0;128;128;9
obj86__180.png;128;128;0;0;128;128;85
obj31__285.png;128;128;0;0;128;128;30
obj37__200.png;128;128;0;0;128;128;36
obj59__220.png;128;128;0;0;128;128;58
obj25__75.png;128;128;0;0;128;128;24
obj4__25.png;128;128;0;0;128;128;3
obj57__110.png;128;128;0;0;128;128;56
obj79__290.png;128;128;0;0;128;128;78
obj54__115.png;128;128;0;0;128;128;53
obj83__170.png;128;128;0;0;128;128;82
obj42__335.png;128;128;0;0;128;128;41
obj98__220.png;128;128;0;0;128;128;97
obj38__80.png;128;128;0;0;128;128;37
obj45__180.png;128;128;0;0;128;128;44
obj7__250.png;128;128;0;0;128;128;6
obj55__335.png;128;128;0;0;128;128;54
obj48__140.png;128;128;0;0;128;128;47
obj38__265.png;128;128;0;0;128;128;37
obj32__225.png;128;128;0;0;128;128;31
obj6__155.png;128;128;0;0;128;128;5
obj45__205.png;128;128;0;0;128;128;44
obj95__25.png;128;128;0;0;128;128;94
obj82__120.png;128;128;0;0;128;128;81
obj40__145.png;128;128;0;0;128;128;39
obj79__325.png;128;128;0;0;128;128;78
obj39__240.png;128;128;0;0;128;128;38
obj7__205.png;128;128;0;0;128;128;6
obj99__210.png;128;128;0;0;128;128;98
obj53__350.png;128;128;0;0;128;128;52
obj16__110.png;128;128;0;0;128;128;15
obj48__255.png;128;128;0;0;128;128;47
obj42__315.png;128;128;0;0;128;128;41
obj74__260.png;128;128;0;0;128;128;73
obj72__270.png;128;128;0;0;128;128;71
obj8__150.png;128;128;0;0;128;128;7
obj78__160.png;128;128;0;0;128;128;77
obj1__140.png;128;128;0;0;128;128;0
obj95__255.png;128;128;0;0;128;128;94
obj46__280.png;128;128;0;0;128;128;45
obj46__235.png;128;128;0;0;128;128;45
obj65__335.png;128;128;0;0;128;128;64
obj44__275.png;128;128;0;0;128;128;43
obj68__150.png;128;128;0;0;128;128;67
obj9__0.png;128;128;0;0;128;128;8
obj5__40.png;128;128;0;0;128;128;4
obj26__225.png;128;128;0;0;128;128;25
obj5__120.png;128;128;0;0;128;128;4
obj19__225.png;128;128;0;0;128;128;18
obj58__40.png;128;128;0;0;128;128;57
obj9__320.png;128;128;0;0;128;128;8
obj97__155.png;128;128;0;0;128;128;96
obj10__60.png;128;128;0;0;128;128;9
obj7__330.png;128;128;0;0;128;128;6
obj73__325.png;128;128;0;0;128;128;72
obj73__40.png;128;128;0;0;128;128;72
obj22__110.png;128;128;0;0;128;128;21
obj61__305.png;128;128;0;0;128;128;60
obj87__60.png;128;128;0;0;128;128;86
obj13__205.png;128;128;0;0;128;128;12
obj87__25.png;128;128;0;0;128;128;86
obj69__345.png;128;128;0;0;128;128;68
obj75__345.png;128;128;0;0;128;128;74
obj54__130.png;128;128;0;0;128;128;53
obj22__120.png;128;128;0;0;128;128;21
obj86__75.png;128;128;0;0;128;128;85
obj64__215.png;128;128;0;0;128;128;63
obj99__80.png;128;128;0;0;128;128;98
obj69__275.png;128;128;0;0;128;128;68
obj55__160.png;128;128;0;0;128;128;54
obj62__335.png;128;128;0;0;128;128;61
obj86__155.png;128;128;0;0;128;128;85
obj66__215.png;128;128;0;0;128;128;65
obj81__25.png;128;128;0;0;128;128;80
obj63__75.png;128;128;0;0;128;128;62
obj42__285.png;128;128;0;0;128;128;41
obj97__45.png;128;128;0;0;128;128;96
obj54__50.png;128;128;0;0;128;128;53
obj46__220.png;128;128;0;0;128;128;45
obj14__355.png;128;128;0;0;128;128;13
obj46__145.png;128;128;0;0;128;128;45
obj43__300.png;128;128;0;0;128;128;42
obj18__345.png;128;128;0;0;128;128;17
obj79__340.png;128;128;0;0;128;128;78
obj46__20.png;128;128;0;0;128;128;45
obj48__340.png;128;128;0;0;128;128;47
obj13__245.png;128;128;0;0;128;128;12
obj18__15.png;128;128;0;0;128;128;17
obj77__280.png;128;128;0;0;128;128;76
obj9__225.png;128;128;0;0;128;128;8
obj92__115.png;128;128;0;0;128;128;91
obj57__255.png;128;128;0;0;128;128;56
obj47__95.png;128;128;0;0;128;128;46
obj53__240.png;128;128;0;0;128;128;52
obj26__180.png;128;128;0;0;128;128;25
obj26__305.png;128;128;0;0;128;128;25
obj8__195.png;128;128;0;0;128;128;7
obj55__125.png;128;128;0;0;128;128;54
obj98__275.png;128;128;0;0;128;128;97
obj27__210.png;128;128;0;0;128;128;26
obj76__265.png;128;128;0;0;128;128;75
obj5__20.png;128;128;0;0;128;128;4
obj55__30.png;128;128;0;0;128;128;54
obj32__40.png;128;128;0;0;128;128;31
obj36__235.png;128;128;0;0;128;128;35
obj94__85.png;128;128;0;0;128;128;93
obj88__155.png;128;128;0;0;128;128;87
obj99__245.png;128;128;0;0;128;128;98
obj40__285.png;128;128;0;0;128;128;39
obj87__160.png;128;128;0;0;128;128;86
obj80__190.png;128;128;0;0;128;128;79
obj41__355.png;128;128;0;0;128;128;40
obj77__130.png;128;128;0;0;128;128;76
obj28__185.png;128;128;0;0;128;128;27
obj75__15.png;128;128;0;0;128;128;74
obj18__275.png;128;128;0;0;128;128;17
obj74__15.png;128;128;0;0;128;128;73
obj93__60.png;128;128;0;0;128;128;92
obj19__235.png;128;128;0;0;128;128;18
obj21__230.png;128;128;0;0;128;128;20
obj27__135.png;128;128;0;0;128;128;26
obj64__345.png;128;128;0;0;128;128;63
obj48__330.png;128;128;0;0;128;128;47
obj62__280.png;128;128;0;0;128;128;61
obj15__55.png;128;128;0;0;128;128;14
obj33__220.png;128;128;0;0;128;128;32
obj77__30.png;128;128;0;0;128;128;76
obj81__130.png;128;128;0;0;128;128;80
obj76__240.png;128;128;0;0;128;128;75
obj27__130.png;128;128;0;0;128;128;26
obj16__260.png;128;128;0;0;128;128;15
obj75__165.png;128;128;0;0;128;128;74
obj97__70.png;128;128;0;0;128;128;96
obj37__120.png;128;128;0;0;128;128;36
obj85__305.png;128;128;0;0;128;128;84
obj6__305.png;128;128;0;0;128;128;5
obj58__65.png;128;128;0;0;128;128;57
obj80__320.png;128;128;0;0;128;128;79
obj22__345.png;128;128;0;0;128;128;21
obj15__5.png;128;128;0;0;128;128;14
obj91__150.png;128;128;0;0;128;128;90
obj7__225.png;128;128;0;0;128;128;6
obj37__115.png;128;128;0;0;128;128;36
obj12__155.png;128;128;0;0;128;128;11
obj67__275.png;128;128;0;0;128;128;66
obj31__5.png;128;128;0;0;128;128;30
obj96__230.png;128;128;0;0;128;128;95
obj44__170.png;128;128;0;0;128;128;43
obj31__345.png;128;128;0;0;128;128;30
obj65__100.png;128;128;0;0;128;128;64
obj40__310.png;128;128;0;0;128;128;39
obj52__145.png;128;128;0;0;128;128;51
obj41__155.png;128;128;0;0;128;128;40
obj55__240.png;128;128;0;0;128;128;54
obj4__40.png;128;128;0;0;128;128;3
obj19__280.png;128;128;0;0;128;128;18
obj20__245.png;128;128;0;0;128;128;19
obj69__110.png;128;128;0;0;128;128;68
obj82__210.png;128;128;0;0;128;128;81
obj99__145.png;128;128;0;0;128;128;98
obj32__325.png;128;128;0;0;128;128;31
obj87__335.png;128;128;0;0;128;128;86
obj25__90.png;128;128;0;0;128;128;24
obj66__190.png;128;128;0;0;128;128;65
obj94__275.png;128;128;0;0;128;128;93
obj91__105.png;128;128;0;0;128;128;90
obj73__270.png;128;128;0;0;128;128;72
obj32__30.png;128;128;0;0;128;128;31
obj19__50.png;128;128;0;0;128;128;18
obj47__305.png;128;128;0;0;128;128;46
obj26__155.png;128;128;0;0;128;128;25
obj72__75.png;128;128;0;0;128;128;71
obj37__55.png;128;128;0;0;128;128;36
obj49__170.png;128;128;0;0;128;128;48
obj51__85.png;128;128;0;0;128;128;50
obj23__45.png;128;128;0;0;128;128;22
obj96__280.png;128;128;0;0;128;128;95
obj83__40.png;128;128;0;0;128;128;82
obj64__290.png;128;128;0;0;128;128;63
obj32__295.png;128;128;0;0;128;128;31
obj96__100.png;128;128;0;0;128;128;95
obj2__260.png;128;128;0;0;128;128;1
obj83__335.png;128;128;0;0;128;128;82
obj93__285.png;128;128;0;0;128;128;92
obj25__140.png;128;128;0;0;128;128;24
obj77__120.png;128;128;0;0;128;128;76
obj11__205.png;128;128;0;0;128;128;10
obj7__335.png;128;128;0;0;128;128;6
obj16__25.png;128;128;0;0;128;128;15
obj8__10.png;128;128;0;0;128;128;7
obj100__325.png;128;128;0;0;128;128;99
obj32__195.png;128;128;0;0;128;128;31
obj69__175.png;128;128;0;0;128;128;68
obj2__225.png;128;128;0;0;128;128;1
obj10__180.png;128;128;0;0;128;128;9
obj46__315.png;128;128;0;0;128;128;45
obj25__315.png;128;128;0;0;128;128;24
obj37__180.png;128;128;0;0;128;128;36
obj10__20.png;128;128;0;0;128;128;9
obj94__55.png;128;128;0;0;128;128;93
obj91__55.png;128;128;0;0;128;128;90
obj35__185.png;128;128;0;0;128;128;34
obj88__80.png;128;128;0;0;128;128;87
obj77__115.png;128;128;0;0;128;128;76
obj30__90.png;128;128;0;0;128;128;29
obj37__280.png;128;128;0;0;128;128;36
obj65__295.png;128;128;0;0;128;128;64
obj3__70.png;128;128;0;0;128;128;2
obj34__65.png;128;128;0;0;128;128;33
obj46__345.png;128;128;0;0;128;128;45
obj56__70.png;128;128;0;0;128;128;55
obj18__5.png;128;128;0;0;128;128;17
obj4__325.png;128;128;0;0;128;128;3
obj75__100.png;128;128;0;0;128;128;74
obj49__270.png;128;128;0;0;128;128;48
obj7__180.png;128;128;0;0;128;128;6
obj5__180.png;128;128;0;0;128;128;4
obj89__120.png;128;128;0;0;128;128;88
obj89__55.png;128;128;0;0;128;128;88
obj24__85.png;128;128;0;0;128;128;23
obj62__40.png;128;128;0;0;128;128;61
obj73__115.png;128;128;0;0;128;128;72
obj83__280.png;128;128;0;0;128;128;82
obj89__205.png;128;128;0;0;128;128;88
obj20__330.png;128;128;0;0;128;128;19
obj94__310.png;128;128;0;0;128;128;93
obj64__200.png;128;128;0;0;128;128;63
obj71__30.png;128;128;0;0;128;128;70
obj36__290.png;128;128;0;0;128;128;35
obj86__205.png;128;128;0;0;128;128;85
obj83__270.png;128;128;0;0;128;128;82
obj61__110.png;128;128;0;0;128;128;60
obj12__325.png;128;128;0;0;128;128;11
obj18__100.png;128;128;0;0;128;128;17
obj49__255.png;128;128;0;0;128;128;48
obj43__175.png;128;128;0;0;128;128;42
obj31__140.png;128;128;0;0;128;128;30
obj73__335.png;128;128;0;0;128;128;72
obj77__50.png;128;128;0;0;128;128;76
obj59__155.png;128;128;0;0;128;128;58
obj79__40.png;128;128;0;0;128;128;78
obj98__95.png;128;128;0;0;128;128;97
obj13__55.png;128;128;0;0;128;128;12
obj18__355.png;128;128;0;0;128;128;17
obj69__330.png;128;128;0;0;128;128;68
obj11__15.png;128;128;0;0;128;128;10
obj43__5.png;128;128;0;0;128;128;42
obj52__260.png;128;128;0;0;128;128;51
obj34__320.png;128;128;0;0;128;128;33
obj78__320.png;128;128;0;0;128;128;77
obj56__90.png;128;128;0;0;128;128;55
obj96__155.png;128;128;0;0;128;128;95
obj77__140.png;128;128;0;0;128;128;76
obj91__350.png;128;128;0;0;128;128;90
obj22__140.png;128;128;0;0;128;128;21
obj11__325.png;128;128;0;0;128;128;10
obj23__175.png;128;128;0;0;128;128;22
obj48__315.png;128;128;0;0;128;128;47
obj61__265.png;128;128;0;0;128;128;60
obj43__230.png;128;128;0;0;128;128;42
obj45__40.png;128;128;0;0;128;128;44
obj14__305.png;128;128;0;0;128;128;13
obj80__230.png;128;128;0;0;128;128;79
obj65__255.png;128;128;0;0;128;128;64
obj27__255.png;128;128;0;0;128;128;26
obj47__255.png;128;128;0;0;128;128;46
obj99__45.png;128;128;0;0;128;128;98
obj56__150.png;128;128;0;0;128;128;55
obj42__190.png;128;128;0;0;128;128;41
obj14__75.png;128;128;0;0;128;128;13
obj58__125.png;128;128;0;0;128;128;57
obj11__180.png;128;128;0;0;128;128;10
obj58__140.png;128;128;0;0;128;128;57
obj20__175.png;128;128;0;0;128;128;19
obj16__230.png;128;128;0;0;128;128;15
obj39__255.png;128;128;0;0;128;128;38
obj52__330.png;128;128;0;0;128;128;51
obj33__170.png;128;128;0;0;128;128;32
obj54__280.png;128;128;0;0;128;128;53
obj90__320.png;128;128;0;0;128;128;89
obj98__120.png;128;128;0;0;128;128;97
obj50__205.png;128;128;0;0;128;128;49
obj5__170.png;128;128;0;0;128;128;4
obj36__200.png;128;128;0;0;128;128;35
obj74__335.png;128;128;0;0;128;128;73
obj44__195.png;128;128;0;0;128;128;43
obj60__140.png;128;128;0;0;128;128;59
obj39__345.png;128;128;0;0;128;128;38
obj1__70.png;128;128;0;0;128;128;0
obj59__20.png;128;128;0;0;128;128;58
obj81__310.png;128;128;0;0;128;128;80
obj82__50.png;128;128;0;0;128;128;81
obj80__60.png;128;128;0;0;128;128;79
obj30__150.png;128;128;0;0;128;128;29
obj16__0.png;128;128;0;0;128;128;15
obj53__155.png;128;128;0;0;128;128;52
obj17__50.png;128;128;0;0;128;128;16
obj44__320.png;128;128;0;0;128;128;43
obj6__45.png;128;128;0;0;128;128;5
obj69__325.png;128;128;0;0;128;128;68
obj62__85.png;128;128;0;0;128;128;61
obj66__115.png;128;128;0;0;128;128;65
obj17__155.png;128;128;0;0;128;128;16
obj71__345.png;128;128;0;0;128;128;70
obj84__155.png;128;128;0;0;128;128;83
obj81__265.png;128;128;0;0;128;128;80
obj70__320.png;128;128;0;0;128;128;69
obj78__315.png;128;128;0;0;128;128;77
obj24__5.png;128;128;0;0;128;128;23
obj71__135.png;128;128;0;0;128;128;70
obj83__330.png;128;128;0;0;128;128;82
obj31__10.png;128;128;0;0;128;128;30
obj11__225.png;128;128;0;0;128;128;10
obj72__115.png;128;128;0;0;128;128;71
obj27__60.png;128;128;0;0;128;128;26
obj3__340.png;128;128;0;0;128;128;2
obj68__90.png;128;128;0;0;128;128;67
obj5__0.png;128;128;0;0;128;128;4
obj63__125.png;128;128;0;0;128;128;62
obj77__90.png;128;128;0;0;128;128;76
obj68__160.png;128;128;0;0;128;128;67
obj72__350.png;128;128;0;0;128;128;71
obj18__80.png;128;128;0;0;128;128;17
obj65__180.png;128;128;0;0;128;128;64
obj58__15.png;128;128;0;0;128;128;57
obj93__335.png;128;128;0;0;128;128;92
obj68__280.png;128;128;0;0;128;128;67
obj38__190.png;128;128;0;0;128;128;37
obj85__10.png;128;128;0;0;128;128;84
obj90__150.png;128;128;0;0;128;128;89
obj84__115.png;128;128;0;0;128;128;83
obj82__190.png;128;128;0;0;128;128;81
obj98__210.png;128;128;0;0;128;128;97
obj41__330.png;128;128;0;0;128;128;40
obj49__230.png;128;128;0;0;128;128;48
obj17__135.png;128;128;0;0;128;128;16
obj57__35.png;128;128;0;0;128;128;56
obj89__5.png;128;128;0;0;128;128;88
obj91__85.png;128;128;0;0;128;128;90
obj58__325.png;128;128;0;0;128;128;57
obj74__160.png;128;128;0;0;128;128;73
obj28__85.png;128;128;0;0;128;128;27
obj93__320.png;128;128;0;0;128;128;92
obj35__170.png;128;128;0;0;128;128;34
obj93__240.png;128;128;0;0;128;128;92
obj19__65.png;128;128;0;0;128;128;18
obj27__145.png;128;128;0;0;128;128;26
obj43__50.png;128;128;0;0;128;128;42
obj50__240.png;128;128;0;0;128;128;49
obj53__355.png;128;128;0;0;128;128;52
obj34__125.png;128;128;0;0;128;128;33
obj93__145.png;128;128;0;0;128;128;92
obj22__260.png;128;128;0;0;128;128;21
obj1__5.png;128;128;0;0;128;128;0
obj32__175.png;128;128;0;0;128;128;31
obj51__190.png;128;128;0;0;128;128;50
obj60__0.png;128;128;0;0;128;128;59
obj9__125.png;128;128;0;0;128;128;8
obj22__10.png;128;128;0;0;128;128;21
obj36__135.png;128;128;0;0;128;128;35
obj59__95.png;128;128;0;0;128;128;58
obj78__285.png;128;128;0;0;128;128;77
obj83__95.png;128;128;0;0;128;128;82
obj99__290.png;128;128;0;0;128;128;98
obj38__10.png;128;128;0;0;128;128;37
obj80__285.png;128;128;0;0;128;128;79
obj47__215.png;128;128;0;0;128;128;46
obj47__315.png;128;128;0;0;128;128;46
obj43__320.png;128;128;0;0;128;128;42
obj16__330.png;128;128;0;0;128;128;15
obj72__185.png;128;128;0;0;128;128;71
obj28__60.png;128;128;0;0;128;128;27
obj39__290.png;128;128;0;0;128;128;38
obj61__175.png;128;128;0;0;128;128;60
obj34__340.png;128;128;0;0;128;128;33
obj95__40.png;128;128;0;0;128;128;94
obj1__205.png;128;128;0;0;128;128;0
obj57__5.png;128;128;0;0;128;128;56
obj23__35.png;128;128;0;0;128;128;22
obj46__350.png;128;128;0;0;128;128;45
obj83__300.png;128;128;0;0;128;128;82
obj52__345.png;128;128;0;0;128;128;51
obj70__105.png;128;128;0;0;128;128;69
obj50__45.png;128;128;0;0;128;128;49
obj24__150.png;128;128;0;0;128;128;23
obj54__250.png;128;128;0;0;128;128;53
obj93__40.png;128;128;0;0;128;128;92
obj48__280.png;128;128;0;0;128;128;47
obj29__160.png;128;128;0;0;128;128;28
obj42__200.png;128;128;0;0;128;128;41
